text,label
republicans hope to win among millennials,REAL
republican hopefuls take turns criticizing iran nuclear deal,REAL
the 2016 republican field might be the most diverse ever — for either party,REAL
2016 republican hopefuls take aim at hillary,REAL
"for marco rubio and 2016 republicans, it all comes back to iran",REAL
is iowa turning into a no-win situation for establishment republicans in 2016?,REAL
gop hopefuls’ 2016 theme has a new pitch,REAL
several republican players moving quickly to signal intent to run in 2016,REAL
"in rand paul and marco rubio’s feud over cuba policy, a preview of gop’s 2016 foreign policy debate",REAL
paul ryan on 2016: ‘i’ve decided not to decide’,REAL
latino vote poll: some would consider a republican in 2016,REAL
"as g.o.p. governors gather, prescriptions for 2016",REAL
"hey bernie, i left venezuela's socialism behind for a reason: voices",REAL
"cory booker: senate bill is ""in my lifetime the first reversal of mass incarceration""",REAL
gop senator david perdue jokes about praying for obama’s death,REAL
why six swing-state gop senators are in trouble – and how they can survive,REAL
republicans duck and run from merrick garland,REAL
mccain in toughest senate fight of his life,REAL
why sen. mitch mcconnell won’t budge on the supreme court nomination,REAL
mitch mcconnell's mission to keep the gop majority,REAL
republicans face challenge in holding on to senate majority in 2016,REAL
"mccain says ""most likely"" running for re-election - politics.com",REAL
trump announced his gifts to veterans. here’s what we learned.,REAL
trump ‘wants to abolish va’?,REAL
vfw fires back at obama: politics not 'confused',REAL
clinton emails on trade deal held until after election - video,REAL
state department warns of possible terror attack in south africa,REAL
state department admits to deliberately cutting briefing footage on iran deal,REAL
fact-checking hillary clinton on her email statements (+video),REAL
gop lawmakers want answers on deleted state department briefing video,REAL
state dept. admits official censored sensitive iran nuclear deal video,REAL
state department admits briefing footage on iran deal intentionally deleted,REAL
why hillary clinton is unlikely to be indicted over her private email server,REAL
clinton foundation received subpoena from state department investigators,REAL
hillary clinton broke the rules: our view,REAL
ig report on clinton’s emails,REAL
hillary clinton's shrinking email defense,REAL
clinton still spinning emails,REAL
former state dept. watchdog debunks central clinton email claim,REAL
top clinton aide mills reportedly walks out of fbi interview about emails,REAL
john kerry: isis responsible for genocide,REAL
state department will not release 22 'top secret' clinton emails,REAL
isis genocide: will us back up its tough talk?,REAL
"kerry declares isis committing genocide against christians, others",REAL
"senior clinton aide maintained top secret clearance amid email probe, letters show",REAL
official: top clinton aides also handled ‘top secret’ intel on server,REAL
top house republican demands kerry explain $1.7 billion iran payment,REAL
"official: withheld clinton emails contain 'operational' intel, put lives at risk",REAL
fbi's clinton probe expands to public corruption track,REAL
obama explains the real reason filling justice scalia's supreme court seat is so hard,REAL
gay marriage victory at supreme court triggering backlash,REAL
"trump's supreme court list might reassure conservatives, but leaves off big names",REAL
can obama take over the supreme court?,REAL
supreme court split over teachers' dues delivers win for unions,REAL
"in supreme court case, potentially big shift on religious freedom",REAL
mcconnell: no lame duck confirmation,REAL
gop's message to voters should be this: supreme court fight is about obama's abuse of power,REAL
ending the supreme court stalemate,REAL
merrick garland raises prospect of a centrist supreme court (+video),REAL
mcconnell to obama: dems started the scotus wars,REAL
obama nominates merrick garland to supreme court,REAL
the surprising strategy behind obama’s supreme court pick,REAL
merrick garland’s instinct for the middle could put him in the court’s most influential spot,REAL
president obama nominates merrick garland to the supreme court,REAL
updated: sandoval not interested in potential supreme court nomination,REAL
scalia lies in repose at supreme court,REAL
republicans have a weapon to stop obama recess appointment,REAL
"by seeking to thwart the constitution, republicans are playing with fire",REAL
a hindu justice? why religion matters for the high court,REAL
president obama's supreme court shortlist has leaked. here are the 6 contenders.,REAL
replacing antonin scalia will be a profound test of the american political system,REAL
joe biden in 1992: no nominations to the supreme court in an election year,REAL
"at funeral mass, justice scalia eulogized as a man of faith as well as law",REAL
advertising war over scalia successor begins,REAL
king: fill the supreme court vacancy,REAL
"what scalia's passing means for presidential race, supreme court",REAL
"'in complete repose': scalia died of natural causes, investigators say",REAL
is it time to reconsider lifetime appointments to the supreme court?,REAL
is there any way obama can fill supreme court vacancy?,REAL
worst job in washington: obama's scotus pick,REAL
obama has rare parliamentary window to make recess appointment to succeed scalia,REAL
6 major supreme court cases that would have been different without scalia,REAL
how scalia's death could change supreme court and election 2016,REAL
david axelrod: a surprise request from justice scalia,REAL
washington digs in for supreme court fight,REAL
obama should act with restraint on court: jonathan turley,REAL
get ready for a fight to replace scalia,REAL
time runs out — again — for mcauliffe’s supreme court pick,REAL
scalia-ginsburg friendship bridged opposing ideologies,REAL
justice antonin scalia's death sets up big political battle,REAL
fact-checking bernie sanders’ claim that jim kenney’s soda tax is regressive,REAL
what's in donald trump's tax returns?,REAL
"suicide blast at park leaves more than 50 dead in lahore, pakistan",REAL
how come the us keeps killing isis no. 2s?,REAL
"donald trump, hillary clinton showcase clashing styles at times of crisis",REAL
not just the no-fly list,REAL
obama on future of terror after bin laden raid,REAL
"trump, clinton trade blows on terror and guns in wake of orlando attack",REAL
orlando: the mainstream media serves up a false narrative about terror attack,REAL
"thanks to obama, the terrorist cancer is growing",REAL
search continues for wreckage from egyptair flight as officials probe links to terror,REAL
belgian police mount raids; prosecutors acknowledge missed opportunities,REAL
the scariest thing about brussels is our reaction to it | simon jenkins,REAL
"brussels stories: grief for the lost, hope for the missing",REAL
6 detained in raids in belgium,REAL
brothers id'd as suicide bombers in belgium,REAL
"wife of air force officer among the 2 americans killed in belgium, officials say",REAL
belgian police hunting 2 mystery bombers believed to have survived brussels attacks,REAL
"bomb maker linked to paris attack died in brussels airport bombing, sources tell",REAL
islamic state claims responsibility for the brussels attacks,REAL
footage shows suspects in brussels attack,REAL
purported terrorist recruitment video includes donald trump clip,REAL
"new isis video shows paris attackers committing prior atrocities, threatening uk",REAL
beyond syria and iraq: isis is losing ground around the world,REAL
donald trump featured in new jihadist recruitment video,REAL
2016 election: foreign policy focus after paris attacks,REAL
do gop's benghazi charges harm hillary clinton for 2016?,REAL
"irs rebuked for tea party targeting, ordered to release secret list",REAL
fbi checking if orlando shooter's wife knew attack plan but didn't warn police,REAL
"guns, terror, and lgbt rights: orlando shooting raises stakes for next president",REAL
orlando's deadly mass shooting: what we know monday,REAL
the real terror threat in america is homegrown,REAL
"fbi: orlando suspect u.s. citizen, vowed allegiance to islamic state",REAL
federal prosecutors investigate wife of orlando shooter,REAL
orlando attack just added more fuel to divisive politics,REAL
critics to the white house: call orlando what it is,REAL
"obama, others decry orlando nightclub shooting as it reignites political debate",REAL
"may day protests in seattle, paris, istanbul erupt in violence",REAL
"3 reasons americans die sooner than people in other developed nations: guns, drugs, cars",REAL
"hesston, kansas, mass shooting: what we know",REAL
woman charged with providing guns to kansas shooter,REAL
49 killed in shooting at florida nightclub in possible act of islamic terror,REAL
"michigan police say 6 dead in random shooting spree, suspect arrested",REAL
"obama challenges tech industry to do, be more in sxsw keynote address",REAL
obama pushes controversial trade deal in germany,REAL
obama 'guarantees' he will not interfere with clinton email investigation,REAL
obama will address hillary’s email scandal on first ever ‘fox news sunday’,REAL
obama: drone strikes have become more precise,REAL
gop reps hammer wh aide rhodes at hearing; senators seek firing,REAL
fact checking the 2016 state of the union address,REAL
report: obama administration makes 'no progress' on drone program transparency,REAL
5 key questions about shutting down gitmo,REAL
"bush says senate should reject an obama supreme court nominee, calls david souter disappointing, defends john roberts",REAL
jay carney: obama supports hillary clinton,REAL
obama rebuts gop muslim rhetoric in first u.s. mosque visit,REAL
obama urges nation not to fear future,REAL
factchecking the state of the union,REAL
obama to meet with muslims on 1st visit to us mosque,REAL
obama administration announces halt on new coal leases,REAL
"obama's last state of the union address in three words: disjointed, irrelevant and disappointing",REAL
white house invites syrian refugee to obama’s state of the union address,REAL
state of the union recap: obama sells optimism to nervous nation,REAL
chart: how much gets done from state of the union speeches?,REAL
obama agenda status report: did he meet state of the union goals?,REAL
obama to focus on future in state of the union speech,REAL
obama vetoes gop attempt to repeal obamacare,REAL
"101 hopeful, sad, reflective and revealing things obama’s said about the toughest job in the world",REAL
obama pushing thousands of new regulations in year 8,REAL
"obama touts 2015 successes, sets 2016 goals",REAL
why joe biden can't get no respect,REAL
the week that hillary clinton 2016 speculation moved from trickle to stream,REAL
"another woman for the cabinet, but",REAL
"opinion: hillary clinton, a mistake for 2016 - .com",REAL
"big week in washington stoked talk of clinton, biden running in 2016",REAL
"hillary clinton: repeats 'no' for 2016, can't stand 'whining' about life choices",REAL
"clinton, dems embrace arquette's equal pay comment",REAL
egyptair crash: official dismisses claim that remains suggest blast,REAL
q&a: key questions about egyptair flight ms804,REAL
"egyptair flight 804 signals detected, investigators say",REAL
egyptair flight 804: final moments questioned,REAL
unlikely friends? united states and vietnam,REAL
egyptair flight data show smoke alerts before crash: source,REAL
"human remains suggest explosion brought down egyptair plane, forensics official says",REAL
obama pushes castro on human rights during joint conference,REAL
a top expert on tax havens explains why the panama papers barely scratch the surface,REAL
"raúl castro, obama spar on human rights, guantanamo, views of u.s. and cuba",REAL
an eager cuba welcomes obama’s visit – with a dose of realism,REAL
obama to castro: cuban embargo is going to end,REAL
world overlooks ethiopia drought crisis that is leaving millions hungry,REAL
burkina faso takeover ends; at least 28 people dead,REAL
"us sailors freed by iranians. no us apology issued, says joe biden",REAL
south korean naval vessel fires warning shots near north korean patrol amid high tension,REAL
mexico: sean penn interview helped nab 'el chapo',REAL
germany's merkel backs tighter refugee rules amid sex assault protests,REAL
rand paul asks: what happens when we topple secular dictators?,REAL
poroshenko sworn in as ukraine's president,REAL
charles koch pines for more influence in republican presidential primary,REAL
"how the 2016 candidates are getting their money, in 1 infographic",REAL
new poll finds 9 in 10 native americans aren’t offended by redskins name,REAL
"just the beginning? religious freedom, gay rights battle turns ugly",REAL
republicans finally pass an obamacare repeal. do gop voters care?,REAL
paul ryan had the worst week in washington,REAL
clinton seeks to unify democrats (though sanders won't concede),REAL
bernie sanders' call for ouster of two convention co-chairs rejected,REAL
the democratic party got crushed during the obama presidency. here's why,REAL
six cities submit bids to host 2016 democratic national convention,REAL
"no matter who it is, next president to face economic challenge",REAL
"to grow the economy, grow small businesses: bloomberg & buffett",REAL
how a $15 minimum wage went from ‘extreme’ to enacted,REAL
teacher sickout closes most detroit schools monday,REAL
battle over scalia’s replacement already spilling into senate races,REAL
"democrats propose internet voting in 2016, making republicans also consider the idea",REAL
"sanders plans tuesday meeting with clinton to discuss agenda, calls vp slot ‘very unlikely’",REAL
trump’s ‘pocahontas’ attack leaves fellow republicans squirming (again),REAL
"obama endorses clinton for president, on heels of sanders meeting",REAL
trump picked pence for vp. here’s who he passed up.,REAL
"clinton makes history, declares win in democratic race",REAL
clinton clinches democratic nomination – sanders vows to fight on,REAL
how hillary clinton locked up the democratic nomination in 10 steps,REAL
"clinton wins puerto rico, marches ever closer to clinching the democratic nomination",REAL
"fear of trump sparking a surge in citizenship, voter applications",REAL
spotlight on libertarian convention amid voter unease over trump-clinton race,REAL
"in campaign chaos, donald trump shows his management style",REAL
protests turn violent outside trump new mexico event,REAL
a sharp exchange over election-year polling offers thoughts for the rest of us,REAL
"hillary supporters: we're excited, too, but also practical",REAL
dnc chair on thin ice,REAL
sanders supporters argue that california is confusing voters,REAL
is clinton ready for the wild west campaign of donald trump?,REAL
trump’s impending nomination means it’s time for a third party,REAL
if bill clinton will help hillary fix the economy then what will economic policy be?,REAL
"despite black lives matter, young black americans aren’t voting in higher numbers",REAL
clinton confronted by laid-off coal worker at west virginia campaign stop,REAL
indiana gov. pence backs cruz for president ahead of state primary,REAL
donald trump says he doesn’t need a unified gop. logic and math suggest otherwise.,REAL
trump scoffs at cruz choosing a running mate: 'he can't win',REAL
trump spurs some conservative leaders to step back from the gop,REAL
trump's indiana win raises unsettling questions for gop,REAL
donald trump takes the reins of a divided republican party,REAL
bush hopeful trump won't get the delegates,REAL
anti-trump republicans confront a dilemma: are they ready to help elect clinton?,REAL
why tonight could be the end for #nevertrump,REAL
jane sanders to fbi: get on with clinton email probe,REAL
take a deep breath. the republican contest still has another month to go.,REAL
cruz campaign in overdrive in desperate bid to wrestle indiana from trump,REAL
donald trump doubles down on accusing hillary clinton of playing the 'women's card',REAL
"on to indy: hoosier state could be stand for trump challengers, sanders",REAL
gop elites are now resigned to donald trump as their nominee,REAL
trump critics clash with police at california rally,REAL
"cruz takes all 14 delegates at wyoming gop convention, ny primary next",REAL
why tuesday could determine the nominees in both presidential primaries,REAL
"hey, berniacs: i learned to love hillary and so can you",REAL
"on policies, ted cruz shifts his stance to suit a fractured gop",REAL
some gop elites aren’t quite convinced by trump charm offensive,REAL
donald trump just made it impossible for ted cruz to clinch the gop nomination,REAL
after a terrible week trump sticks with style over substance in wisconsin,REAL
abortion gaffes show trump is the left-wing caricature of a conservative,REAL
"while the gop worries about convention chaos, trump pushes for ‘showbiz’ feel",REAL
gop delegate: trump primary wins 'absolutely irrelevant' at convention,REAL
"in bronx, sanders voters find more common ground with trump than clinton",REAL
bernie sanders says private meeting with pope francis is not an endorsement,REAL
laura bush hints she'd rather see hillary as president,REAL
"protesters try to block access to trump rally in arizona, ahead of big primary in border state",REAL
hillary clinton dismisses talk of contested convention: ‘i expect to be the nominee’,REAL
why trump's foreign policy resonates with americans – to a point,REAL
most non-trump gop voters say they would consider independent candidate,REAL
"after months of restraint, mexico adopts new strategy: standing up to donald trump",REAL
"sanders wins in wisconsin, keeping alive his improbable bid for the nomination",REAL
"donald 2.0: in an interview, trump tones down the trash talk",REAL
the daily 202: cruz’s expected victory in wisconsin would make a contested republican convention likelier,REAL
a close wisconsin primary could spell future trouble for clinton,REAL
all three republican presidential candidates back away from pledge to support eventual nominee,REAL
donald trump can’t stop saying nasty things about women. it could cost him.,REAL
"clinton, trump eye michigan wins as candidates face first big midwest test",REAL
here comes the opposition book: clinton and her allies prepare for trump,REAL
trump blames 'agitators' for violence at rallies,REAL
trump shocks and entertains at debate. but are voters growing tired of the circus act?,REAL
the daily 202: four reasons hillary clinton lost the democratic debate,REAL
the daily 202: will rubio and kasich still be in the race after super tuesday 2?,REAL
"super tuesday ii: clinton sweeps florida, illinois, ohio and north carolina; rubio quits after trump wins florida",REAL
"super tuesday prizes: candidates in fierce fight for texas, other delegate goldmines",REAL
why bernie sanders needs to start winning big states — big,REAL
"after months of playing protesters to his advantage, donald trump is overpowered in chicago",REAL
"'it's getting harder every day,' rubio says of possible trump support",REAL
the daily 202: five reasons bernie sanders lost last night’s democratic debate,REAL
"why donald trump still dominates, no matter what",REAL
"trump wins in hawaii, mississippi and michigan",REAL
democrats clinton and sanders pounce on flint water crisis — and each other,REAL
south carolina primary brings high stakes for marco rubio and jeb bush,REAL
"poll: trump surges over gop field, clinton locked in virtual tie",REAL
7 takeaways from the republican debate,REAL
mitt romney to give big speech on 2016 race. joining #nevertrump? (+video),REAL
"even before super tuesday, clinton is thinking about a likely matchup with trump",REAL
"after trump’s super tuesday romp, gop establishment seeks unity to slow surge",REAL
mexico’s top diplomat calls trump’s policies ‘ignorant and racist’,REAL
"in nevada caucuses, trump gets a third straight win",REAL
"msnbc, dnc reach deal to host democratic debate in new hampshire",REAL
"sanders sharpening message, attacks on clinton after nevada loss",REAL
here’s how michael bloomberg becomes president,REAL
hillary clinton acknowledges voter concern that ‘she’s in it for herself’,REAL
"contests in south carolina, nevada to test the appeal of the outsiders",REAL
traffic jam in the winner's circle: saturday results encourage all but bush,REAL
gop presidential candidates hammer on 'top secret' clinton emails in final days before iowa caucus,REAL
republican town hall: donald trump challenged over 9/11,REAL
democrats scramble for pivotal bloc in the next 2 contests: minority voters,REAL
national review disses donald trump: why the magazine's plan won't work,REAL
debate slip-up seems to halt rubio’s momentum,REAL
a bad night for front-runners and a good night for governors,REAL
marco rubio self-destructs in new hampshire,REAL
democratic candidates exhibit a new ferocity in last debate before n.h. vote,REAL
bernie sanders is no revolutionary,REAL
sanders won't call for release of clinton's bank speech transcripts,REAL
bernie sanders' foreign policy,REAL
how sanders caught fire in iowa and turned the clinton coronation into a real race,REAL
factchecking the msnbc democratic debate - factcheck.org,REAL
cruz deals trump a setback in iowa; clinton narrowly edges out sanders,REAL
donald trump has flip-flopped so much that stephen colbert hosted a trump vs. trump debate,REAL
donald trump's lost month in iowa,REAL
"in trump vacuum, cruz emerges as top target at iowa republican debate",REAL
winners and losers from the 7th republican presidential debate,REAL
clinton ‘not concerned’ about new flap over classified emails,REAL
"palin’s endorsement the latest prize as trump, cruz battle for conservatives",REAL
national review publishes anti-donald trump issue. will that stop him?,REAL
the detente between trump and cruz is definitely over,REAL
bob dole on ted cruz: 'nobody likes him',REAL
gop power rankings: kasich gets a boost,REAL
clinton media campaign follows buzzfeed model,REAL
trump says cruz’s canadian birth could be ‘very precarious’ for gop,REAL
how ted cruz became ted cruz,REAL
report: joe biden moves closer to joining presidential race,REAL
brace yourself: the presidential election is going to be all about anger,REAL
"marco rubio, announcing 2016 campaign, focuses on 'everyman' credentials (+video)",REAL
is hillary running for bill’s third term?,REAL
mitt romney's re-invention as anti-poverty warrior,REAL
battle lines for 2016 emerge as republican hopefuls unveil campaign themes,REAL
ted cruz to announce presidential run,REAL
2016ers could face a bumpy road to wall street cash,REAL
‘super pac’ gets early start on pushing for a 2016 clinton campaign,REAL
jeb bush speech will add to 2016 election intrigue,REAL
how long can hillary clinton wait? - politics.com,REAL
"dem ags mounting big tobacco-style probe of oil companies, industry fights back",REAL
trump plans clinton foreign policy rebuttal,REAL
"mr. obama, you should have stayed home. your trip to saudi arabia, europe signals weakness",REAL
president obama's persistent and puzzling passivity on terrorism,REAL
hollywood heavyweights threaten georgia boycott over religious liberty bill,REAL
clinton accuses trump of pandering to the nra,REAL
gop field rips obama's move toward executive action to tighten gun control laws,REAL
battle over obama immigration actions lands before supreme court,REAL
"dana perino: conservatives, here are 5 reasons why we should accept facebook's olive branch",REAL
how presidents manipulate the media and the public,REAL
did facebook bury conservative news? ex-staffers say yes.,REAL
"cpac organizers slam facebook's content bias probe, question conference coverage",REAL
deadly suicide blast in istanbul tourist area is linked to the islamic state,REAL
"obama calls for end to nuclear weapons, but u.s. disarmament is slowest since 1980",REAL
editorial: presidential stakes are high for nuclear arsenal - the boston globe,REAL
is iran ‘already violating’ the nuclear deal by ‘illegally testing ballistic missiles?’,REAL
obama vowed to be the healer-in-chief. he never made the effort - the boston globe,REAL
the disappearing middle: electorate way less moderate than past primaries,REAL
"what voters want in a president today, and how their views have changed",REAL
"pope francis offers hope to divorced catholics, says no to gay marriage",REAL
can paul ryan and donald trump coexist within the republican party?,REAL
who’s most likely to be the 2016 republican nominee?,REAL
how conservatives are readying their 'grassroots army' for 2016,REAL
"newt gingrich: if hillary clinton runs in 2016, republicans 'incapable of competing'",REAL
"glenn reynolds: when leaders cheat, followers ... follow",REAL
glenn reynolds: don't be a sucker for socialism,REAL
"memorial day provides respite from va controversies, even as new issue brews",REAL
"quality care for vets more important than wait times, says va secretary",REAL
how clinton’s email scandal took root,REAL
state department says it can't find emails from clinton it specialist,REAL
"supreme court: your right to a ""speedy trial"" ends when you're declared guilty",REAL
"regardless of who wins the confirmation battle, the big loser is the supreme court",REAL
"obama nominates merrick garland to supreme court, sets up senate showdown",REAL
likely supreme court nominee judge jane kelly is a true moderate,REAL
democrats plan push to force hearings on supreme court nomination,REAL
"obama looking for justice who will 'interpret' the law, not 'make' it",REAL
conspiracy theories swirl around the death of antonin scalia,REAL
the daily 202: why blocking obama’s pick to replace scalia could cost republicans their senate majority,REAL
the gop's taxing choices on tax reform,REAL
egyptair flight 804 crash increasingly looks like terrorism,REAL
"anti-terrorism crackdowns may have spurred attackers, belgian prosecutor says",REAL
"isis claims credit for terror attacks at brussels airport, metro station",REAL
"orlando gunman who pledged loyalty to isis was ‘homegrown’ extremist radicalized online, obama says",REAL
"orlando probe intensifies as feds eye gunman's wife, possible ties to international terror",REAL
"obama administration urged by police, gop candidates to be more outspoken on cop killings",REAL
fact-checking barack obama's 2016 state of the union address,REAL
"obama downplays isis threat, defends economic record in state of the union",REAL
"don’t start a fire in asia, china warns obama after vietnam arms embargo lifted",REAL
"possibility of fire aboard egyptair flight raised as body parts, debris found in mediterranean",REAL
nearly 200 arrested in third night of anti-trump protests in downtown l.a.,REAL
glenn greenwald: why did trump win? blame the failed policies of the democratic party,REAL
"anti-trump protest in portland, ore., turns destructive, declared a riot",REAL
"behind anti-trump protests, worries that america's promise has dimmed (+video)",REAL
protesters target trump buildings in massive street rallies,REAL
trump wins us election: how world leaders have reacted,REAL
"'professional protesters' riot over trump's election, attacking bystanders and vandalizing cars, property",REAL
"trump protests intensify, as doubts swirl about spontaneity",REAL
how much did polls miss the mark on trump — and why?,REAL
clinton's emotional concession: this is 'painful and will be for a long time',REAL
the ultimate triumph: president trump,REAL
trump rides rural rebellion to stunning victory,REAL
"anti-trump protests: left freaks out with hysterics, temper tantrums after a fair election",REAL
presidential transition of power begins amid nationwide protests,REAL
donald trump's stunning upset,REAL
"facebook is full of fake news stories. on election day, don’t fall for them.",REAL
your election night survival guide: what to expect as polls close,REAL
how hackers eroded americans' trust in democratic process,REAL
7 1/2 things to keep in mind on election day,REAL
mock election canceled: how the 2016 race is playing out in schools,REAL
"trump wins presidency, defeats clinton in historic election upset",REAL
fact-checking the ‘final arguments’ of trump and clinton,REAL
donald trump’s success reveals a frightening weakness in american democracy,REAL
7 things to watch for on election night,REAL
an early result of election 2016: angry voters,REAL
justice department staffers monitor polls on election day,REAL
the 2016 election in 5 easy charts,REAL
exclusive clinton op-ed: i'll look for common ground,REAL
the man behind the trump rally disturbance in reno,REAL
let’s make 2016 the last endless american election,REAL
when white nationalists show up to 'monitor' the polls,REAL
exclusive trump op-ed: we must clean up this corruption,REAL
two reasons trump could actually win (and three reasons why he won’t),REAL
"nevada politics expert: ""trump is dead"" in the state",REAL
how the swing voter went extinct,REAL
the gender gap in this election could be the biggest in at least 60 years,REAL
what it took,REAL
"pain, anger and fear: us voters deprived of a serious presidential election",REAL
one of this election's bright spots: early voting,REAL
"clinton, trump make their closing arguments",REAL
2006 audio emerges of hillary clinton proposing rigging palestine election,REAL
how the confidence deficit is impacting the 2016 election,REAL
clinton campaign blasts james comey over 'jaw-dropping' double standards at fbi,REAL
see which 2016 candidates best align with your views,REAL
how to win the presidency with 23 percent of the popular vote,REAL
white house defends fbi director comey’s integrity,REAL
"post-abc tracking poll: trump 46, clinton 45, as democratic enthusiasm dips",REAL
"post-abc poll finds tight presidential race, with mixed reaction to fbi’s review of clinton’s emails",REAL
will hillary clinton lose the election because of the fbi email investigation?,REAL
will the comey bombshell really shake up the 2016 race?,REAL
clinton camp insists it can't be thrown off course,REAL
poll shows trump made up 13 points in under 2 weeks — now he likes polls again,REAL
bracing for the final stretch,REAL
is huma abedin hillary clinton’s secret weapon or her next big problem?,REAL
conway: man who shouted 'jew-s-a' is 'deplorable',REAL
what are poll watchers and what are they allowed to do?,REAL
'there's no case here.' clinton defiant amid email probe,REAL
clinton doubles trump’s october fundraising and has dominant war chest in race’s final days,REAL
new emails under review in clinton case emerged from weiner probe,REAL
"in 2016 election, a division over what 'corrupt' means",REAL
"fbi shadow: now it's clinton vs. comey, with hypocrisy on both sides",REAL
clinton camp tries to deflect suspicion as fbi reopens email case,REAL
republican women increasingly fear party is alienating female voters,REAL
how mega-donors helped raise $1 billion for hillary clinton,REAL
donald trump's tough path to the white house,REAL
road to 270: 's new election map,REAL
how trump and clinton are framing their closing arguments,REAL
florida once again a focus in 2016 campaign,REAL
trump called it months ago: anthony weiner threatens national security,REAL
boosting black voter turnout is key to clinton campaign's north carolina strategy,REAL
trump camp admits uphill election battle as clinton looks down-ballot,REAL
clinton's connection to fbi official - factcheck.org,REAL
clinton more than doubles her money edge over trump in final days of race,REAL
the quiet tragedy of melania trump,REAL
the tumultuous 2016 campaign is in a sudden limbo,REAL
"conway touts trump's 'drain the swamp' message, admits 'we are behind'",REAL
poll: clinton leads trump by three points,REAL
trump cuts off fundraising events for republican party,REAL
"trump and clinton just roasted each other at a charity dinner, and boy was it awkward",REAL
"trump will go away, but the anger he’s stirred up is just getting started",REAL
mcmullin surge threatens to squeeze trump's already narrow path to victory,REAL
hillary clinton stays undefeated against the alpha males,REAL
page not found - cbn news - christian news 24-7 - cbn.com,REAL
early voting suggests tight race in key states despite clinton camp boast,REAL
"trump, clinton meet again at 'humorous' al smith dinner",REAL
debate fact-check: hillary clinton and donald trump's claims reviewed,REAL
"what 20,000 pages of hacked wikileaks emails teach us about hillary clinton",REAL
what republicans will do if trump loses,REAL
trump and clinton missed their last chance to heal the nation,REAL
too soon: the media cast trump's task as mission impossible,REAL
donald trump’s charge on the election’s integrity reverberates in both campaigns,REAL
"for young black activists, an urgent task: persuading peers to vote",REAL
trump and clinton to square off at final presidential debate,REAL
separating fact from fiction on clinton's fbi statements,REAL
how final trump-clinton debate tests american democracy (+video),REAL
trump refuses to say whether he'll accept election results,REAL
why do people dislike hillary clinton? the story goes far back,REAL
"as trump stumbles, clinton weighs a striking choice: expand the map or stick to the plan",REAL
"trump jeered over clinton slams at charity dinner, as candidates get personal",REAL
clinton may have taken performance-enhancing drugs before debate – trump,REAL
5 reasons (and then some) not to worry about a 'rigged' election,REAL
why trump's talk of a rigged vote is so dangerous,REAL
"trump won’t commit to accepting election results, at fiery final debate with clinton",REAL
-abc news poll: clinton holds four-point lead in aftermath of trump tape,REAL
clinton senses big victory after trump's week of self-inflicted defeat,REAL
taking trump voters’ concerns seriously means listening to what they’re actually saying,REAL
there’s nothing suspicious about trump’s accusers coming forward weeks before the election,REAL
for the record's week in review: trump's list of accusers grows,REAL
clinton expands outreach to male republican voters in wake of trump issues,REAL
donald trump is running out of ways to win,REAL
"fight night in las vegas: high stakes for trump, clinton and chris wallace",REAL
the daily 202: trump really is in danger of losing utah,REAL
log in - new york times,REAL
the daily 202: republicans standing with trump are banking on voters having short memories,REAL
mormons offended by trump could upend two-party tradition,REAL
what wikileaks hack says about clinton: our view,REAL
"in new responses, hillary clinton insists email setup a matter of 'convenience'",REAL
google searches for 'write-in' are off the charts,REAL
new fbi files contain allegations of 'quid pro quo' in clinton's emails,REAL
the daily 202: republican politicians fall back in line behind trump after defecting,REAL
donald trump’s collapse gives gary johnson an opening,REAL
"hannity: wikileaks has proven that ""everything the conspiracy theorists said"" was true",REAL
"trump’s campaign wants to salvage his ground game. but an expert says ""the damage is done.""",REAL
trump rails against 'disloyal' republicans as support collapses,REAL
leaked emails show clinton campaign struggling to address sanders's popularity,REAL
trump marches on amid spiraling disaster of republican party desertion,REAL
donald trump's gop civil war,REAL
"trump slams 'corrupt' media, as more women make sexual assault claims",REAL
the gop tumbles toward anarchy: ‘it’s every person for himself or herself’,REAL
"after a mediocre debate performance, trump still faces an uphill climb",REAL
donald trump threatens to jail hillary clinton in second presidential debate,REAL
rnc chair affirms support for trump while house speaker won't defend him,REAL
do voters care about more trump tapes?,REAL
fact-checking the second clinton-trump presidential debate,REAL
“he and i haven’t spoken”: trump and pence are having a very public couple’s argument,REAL
donald trump’s threat to imprison hillary clinton is a threat to democracy,REAL
round 2 of clinton-trump proves combative — but provides no knockout,REAL
"when the candidates speak, what do american muslims hear?",REAL
who won the town hall debate?,REAL
factchecking the second presidential debate - factcheck.org,REAL
clinton 'does not recall' ordering destruction of emails from personal server in testimony,REAL
john mccain withdraws support of donald trump,REAL
mike pence enabled donald trump. stop saying he’d make a good president.,REAL
"giuliani, suggesting trump may have ‘exaggerated’ in lewd comments, says, ‘talk and action are two different things’",REAL
5 questions that now loom over tonight's debate,REAL
"trump, clinton wage scorched-earth debate",REAL
laura ingraham: the trump betrayal by republican elites won't soon be forgotten,REAL
a premature obituary for the candidacy of donald trump,REAL
even trump boasting about sexual assault isn’t getting republican elites to dump him (so far),REAL
how women lead differently,REAL
can donald trump recover from this?,REAL
what america learned in st. louis: trump has nine lives,REAL
"newt gingrich: trump won the debate. don't believe the ""intellectual yet idiot"" class",REAL
trump triumphs and leaves a sputtering hillary in the rear-view mirror,REAL
